log_line,label
Apr 01 20:46:24 appserver03 systemd-logind[587]: New session 160 of user dave.,normal
Apr 01 10:06:26 dbserver02 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 13:39:08 webserver01 systemd-logind[374]: New session 308 of user frank.,normal
Apr 01 19:30:23 appserver03 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 20:14:56 webserver01 systemd-logind[522]: New session 298 of user alice.,normal
"Apr 01 15:34:46 webserver01 useradd[5921]: new user: name=tempuser, UID=29258, GID=4040, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 16:34:32 appserver03 sshd[7772]: Accepted password for frank from 192.168.1.23 port 57005 ssh2,normal
Apr 01 07:55:53 appserver03 sshd[9673]: Accepted password for frank from 192.168.1.17 port 58818 ssh2,normal
Apr 01 12:24:59 dbserver02 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 07:54:21 appserver03 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 15:52:08 dbserver02 sshd[5183]: Failed password for hacker from 185.220.101.34 port 60417 ssh2,ssh_brute_force
Apr 01 19:16:35 webserver01 sshd[4531]: Accepted password for frank from 192.168.1.15 port 55415 ssh2,normal
Apr 01 14:40:30 dbserver02 sshd[5824]: Accepted password for grace from 192.168.1.29 port 49679 ssh2,normal
Apr 01 07:31:51 appserver03 sshd[4860]: Accepted password for bob from 192.168.1.20 port 60807 ssh2,normal
Apr 01 14:42:30 appserver03 systemd-logind[495]: New session 358 of user grace.,normal
Apr 01 20:07:36 appserver03 sshd[5592]: Accepted password for dave from 192.168.1.13 port 57325 ssh2,normal
Apr 01 22:06:42 dbserver02 sshd[1143]: Accepted password for alice from 192.168.1.16 port 44132 ssh2,normal
Apr 01 21:00:29 dbserver02 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 20:12:09 webserver01 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 13:07:03 webserver01 CRON[1854]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 23:13:13 appserver03 sshd[4375]: Accepted password for carol from 192.168.1.16 port 56707 ssh2,after_hours_login
Apr 01 07:05:09 webserver01 sshd[1078]: Failed password for root from 103.253.41.98 port 50233 ssh2,ssh_brute_force
Apr 01 16:50:35 webserver01 sshd[3400]: Accepted password for carol from 192.168.1.27 port 50582 ssh2,normal
Apr 01 12:42:05 appserver03 sshd[7335]: Accepted password for frank from 192.168.1.24 port 43235 ssh2,normal
Apr 01 13:18:36 webserver01 sshd[6737]: Accepted password for alice from 192.168.1.14 port 52438 ssh2,normal
Apr 01 02:45:01 dbserver02 sshd[2232]: Accepted password for carol from 192.168.1.18 port 47806 ssh2,after_hours_login
Apr 01 18:51:38 appserver03 sshd[3061]: Accepted password for root from 185.220.101.34 port 58799 ssh2,root_login
Apr 01 12:45:12 dbserver02 sshd[4127]: Accepted password for eve from 192.168.1.13 port 55011 ssh2,normal
Apr 01 13:32:01 appserver03 systemd-logind[260]: New session 471 of user carol.,normal
Apr 01 08:09:55 webserver01 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 10:47:15 appserver03 systemd-logind[624]: New session 376 of user dave.,normal
Apr 01 22:19:50 webserver01 sshd[8211]: Accepted password for carol from 192.168.1.16 port 58716 ssh2,normal
Apr 01 22:22:17 dbserver02 sshd[2098]: Accepted password for frank from 192.168.1.27 port 42229 ssh2,normal
Apr 01 03:44:51 appserver03 sshd[1682]: Accepted password for eve from 192.168.1.21 port 59048 ssh2,after_hours_login
Apr 01 20:55:47 appserver03 sshd[4206]: Accepted password for carol from 192.168.1.12 port 41873 ssh2,normal
Apr 01 02:39:59 dbserver02 sshd[7731]: Accepted password for frank from 192.168.1.27 port 59788 ssh2,after_hours_login
Apr 01 07:04:20 dbserver02 sshd[4257]: Accepted password for grace from 192.168.1.24 port 61301 ssh2,normal
Apr 01 10:00:08 dbserver02 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 08:59:21 webserver01 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 20:00:26 dbserver02 sshd[9618]: Accepted password for bob from 192.168.1.21 port 53432 ssh2,normal
Apr 01 17:17:11 dbserver02 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 07:56:39 webserver01 sshd[5815]: Accepted password for alice from 192.168.1.24 port 53065 ssh2,normal
Apr 01 14:31:31 dbserver02 sshd[4799]: Accepted password for root from 91.240.118.172 port 43416 ssh2,root_login
Apr 01 16:04:27 webserver01 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 13:34:44 dbserver02 sshd[3855]: Accepted password for bob from 192.168.1.10 port 60308 ssh2,normal
Apr 01 18:04:37 dbserver02 sshd[6228]: Accepted password for frank from 192.168.1.25 port 56232 ssh2,normal
Apr 01 15:48:05 webserver01 su[1688]: FAILED su for root by grace,su_failure
Apr 01 11:37:08 webserver01 sshd[7423]: Accepted password for frank from 192.168.1.20 port 61287 ssh2,normal
Apr 01 15:44:05 webserver01 sshd[3568]: Accepted password for carol from 192.168.1.21 port 44196 ssh2,normal
Apr 01 16:52:23 webserver01 sshd[7823]: Accepted password for carol from 192.168.1.22 port 57350 ssh2,normal
Apr 01 17:24:21 appserver03 sshd[6323]: Accepted password for eve from 192.168.1.12 port 40633 ssh2,normal
Apr 01 00:23:46 webserver01 su[1275]: FAILED su for root by eve,su_failure
Apr 01 14:46:26 dbserver02 systemd-logind[555]: New session 488 of user dave.,normal
Apr 01 08:47:55 appserver03 sshd[8768]: Accepted password for carol from 192.168.1.10 port 56124 ssh2,normal
"Apr 01 21:55:02 appserver03 useradd[7652]: new user: name=backdoor, UID=33792, GID=47887, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 20:22:25 appserver03 sshd[5024]: Accepted password for eve from 192.168.1.26 port 42911 ssh2,normal
Apr 01 09:17:09 webserver01 sshd[9174]: Accepted password for bob from 192.168.1.28 port 40257 ssh2,normal
Apr 01 17:50:00 webserver01 sshd[6970]: Accepted password for alice from 192.168.1.21 port 47111 ssh2,normal
Apr 01 12:48:50 appserver03 systemd-logind[724]: New session 1 of user dave.,normal
Apr 01 09:34:37 dbserver02 sshd[2199]: Accepted password for carol from 192.168.1.22 port 57675 ssh2,normal
Apr 01 09:39:43 webserver01 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 20:30:58 appserver03 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 07:54:20 webserver01 su[2998]: FAILED su for root by carol,su_failure
Apr 01 09:52:23 webserver01 sshd[5302]: Failed password for scanner from 103.253.41.98 port 47158 ssh2,ssh_brute_force
Apr 01 13:20:51 dbserver02 sshd[3911]: Accepted password for frank from 192.168.1.25 port 47722 ssh2,normal
Apr 01 15:28:59 dbserver02 sshd[3921]: Accepted password for bob from 192.168.1.18 port 61639 ssh2,normal
Apr 01 20:32:51 dbserver02 sshd[8388]: Accepted password for alice from 192.168.1.20 port 56273 ssh2,normal
Apr 01 13:24:37 appserver03 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 07:17:14 appserver03 CRON[5733]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 06:47:23 appserver03 sshd[3570]: Accepted password for bob from 192.168.1.22 port 53333 ssh2,normal
Apr 01 08:55:01 dbserver02 CRON[5223]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 19:14:20 webserver01 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 12:59:56 dbserver02 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 23:07:53 dbserver02 sshd[9841]: Accepted password for alice from 198.51.100.77 port 49392 ssh2,after_hours_login
Apr 01 08:44:43 webserver01 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 16:57:59 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 10:06:52 dbserver02 sshd[9660]: Accepted password for root from 91.240.118.172 port 56829 ssh2,root_login
Apr 01 08:53:06 dbserver02 sshd[9127]: Accepted password for eve from 192.168.1.16 port 45245 ssh2,normal
Apr 01 19:36:19 webserver01 sshd[1343]: Accepted password for eve from 192.168.1.19 port 51608 ssh2,normal
Apr 01 07:35:51 appserver03 sshd[1666]: Accepted password for dave from 192.168.1.19 port 64893 ssh2,normal
Apr 01 15:49:56 webserver01 sshd[5965]: Accepted password for carol from 192.168.1.22 port 50223 ssh2,normal
Apr 01 12:36:48 webserver01 CRON[9231]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 06:02:10 dbserver02 CRON[2640]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 15:47:13 webserver01 sshd[2529]: Accepted password for alice from 192.168.1.16 port 47129 ssh2,normal
Apr 01 03:10:51 dbserver02 sshd[7942]: Accepted password for frank from 91.240.118.172 port 47019 ssh2,after_hours_login
Apr 01 18:14:28 dbserver02 systemd-logind[189]: New session 393 of user eve.,normal
Apr 01 17:15:43 dbserver02 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 09:13:13 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 17:59:49 webserver01 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 08:26:45 webserver01 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 16:02:54 webserver01 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 21:52:23 webserver01 su[6133]: FAILED su for root by scanner,su_failure
Apr 01 03:48:30 appserver03 sshd[6654]: Accepted password for carol from 91.240.118.172 port 52985 ssh2,after_hours_login
Apr 01 18:26:51 appserver03 sshd[5773]: Accepted password for dave from 192.168.1.21 port 42846 ssh2,normal
Apr 01 17:00:53 webserver01 sshd[5188]: Accepted password for carol from 192.168.1.22 port 40582 ssh2,normal
Apr 01 14:53:43 dbserver02 sshd[4485]: Accepted password for dave from 192.168.1.18 port 52456 ssh2,normal
Apr 01 21:32:41 appserver03 sshd[5108]: Accepted password for grace from 192.168.1.26 port 50742 ssh2,normal
Apr 01 15:09:03 appserver03 sshd[8957]: Accepted password for frank from 192.168.1.23 port 61452 ssh2,normal
Apr 01 06:50:56 dbserver02 systemd-logind[872]: New session 29 of user carol.,normal
Apr 01 08:58:37 appserver03 CRON[4477]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 11:32:23 appserver03 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 09:19:46 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 19:57:45 dbserver02 sshd[4785]: Accepted password for carol from 192.168.1.11 port 40907 ssh2,normal
Apr 01 10:46:02 appserver03 sshd[8001]: Accepted password for root from 45.33.32.156 port 55263 ssh2,root_login
Apr 01 10:30:50 webserver01 sshd[3583]: Accepted password for frank from 192.168.1.12 port 51066 ssh2,normal
Apr 01 10:12:23 webserver01 sshd[6991]: Accepted password for carol from 192.168.1.23 port 63033 ssh2,normal
Apr 01 20:22:01 webserver01 CRON[1672]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 18:43:59 appserver03 sshd[8188]: Accepted password for grace from 192.168.1.10 port 59374 ssh2,normal
Apr 01 18:09:53 appserver03 sshd[2103]: Accepted password for frank from 192.168.1.24 port 60215 ssh2,normal
Apr 01 11:57:51 webserver01 systemd-logind[406]: New session 37 of user bob.,normal
Apr 01 07:41:10 appserver03 CRON[3287]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 18:29:22 webserver01 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
"Apr 01 12:19:11 appserver03 adduser[3110]: new user: name=tempuser, UID=52043, GID=15643, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 19:17:41 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 03:28:25 appserver03 sshd[8758]: Accepted password for bob from 192.168.1.11 port 43618 ssh2,after_hours_login
Apr 01 15:54:42 webserver01 sshd[6431]: Accepted password for eve from 192.168.1.25 port 52409 ssh2,normal
Apr 01 08:24:20 appserver03 sshd[4156]: Accepted password for bob from 192.168.1.11 port 60494 ssh2,normal
Apr 01 11:11:43 dbserver02 sshd[7991]: Accepted password for grace from 192.168.1.28 port 54204 ssh2,normal
Apr 01 15:27:03 webserver01 sshd[4343]: Accepted password for bob from 192.168.1.18 port 53056 ssh2,normal
Apr 01 18:27:20 appserver03 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 11:59:26 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 18:52:03 webserver01 sshd[8510]: Accepted password for dave from 192.168.1.11 port 63429 ssh2,normal
Apr 01 11:46:27 appserver03 sshd[9997]: Accepted password for alice from 192.168.1.16 port 55147 ssh2,normal
Apr 01 17:08:52 webserver01 sshd[1783]: Accepted password for dave from 192.168.1.23 port 53412 ssh2,normal
Apr 01 08:06:44 webserver01 sshd[7956]: Accepted password for alice from 192.168.1.11 port 43569 ssh2,normal
Apr 01 10:56:27 dbserver02 su[8821]: FAILED su for root by grace,su_failure
Apr 01 14:11:13 webserver01 systemd-logind[739]: New session 108 of user dave.,normal
Apr 01 21:33:55 webserver01 sshd[5905]: Accepted password for eve from 192.168.1.10 port 46046 ssh2,normal
Apr 01 08:06:52 webserver01 sshd[9664]: Accepted password for eve from 192.168.1.28 port 58944 ssh2,normal
"Apr 01 06:27:18 appserver03 useradd[8206]: new user: name=backdoor, UID=54710, GID=14436, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 15:45:53 webserver01 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 14:12:02 webserver01 su[7163]: FAILED su for root by scanner,su_failure
Apr 01 08:27:11 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/bin/passwd,privilege_escalation
Apr 01 09:06:42 webserver01 systemd-logind[961]: New session 458 of user bob.,normal
Apr 01 10:20:07 webserver01 sshd[9715]: Accepted password for alice from 192.168.1.26 port 45184 ssh2,normal
Apr 01 12:53:11 appserver03 sshd[2419]: Accepted password for alice from 192.168.1.27 port 40612 ssh2,normal
Apr 01 19:39:26 webserver01 sshd[8453]: Accepted password for dave from 192.168.1.29 port 55742 ssh2,normal
Apr 01 14:02:20 appserver03 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 12:02:25 dbserver02 sshd[4013]: Accepted password for carol from 192.168.1.28 port 43487 ssh2,normal
Apr 01 12:25:07 dbserver02 sshd[9703]: Failed password for root from 198.51.100.77 port 63830 ssh2,ssh_brute_force
Apr 01 22:40:37 webserver01 systemd-logind[865]: New session 234 of user grace.,normal
Apr 01 15:45:44 appserver03 sshd[3714]: Accepted password for grace from 192.168.1.26 port 49544 ssh2,normal
Apr 01 08:28:55 dbserver02 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 02:14:26 webserver01 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/passwd,privilege_escalation
Apr 01 22:23:26 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 02:52:34 webserver01 sshd[7119]: Accepted password for root from 45.33.32.156 port 58499 ssh2,root_login
Apr 01 13:26:04 dbserver02 sshd[6471]: Accepted password for root from 45.33.32.156 port 51857 ssh2,root_login
Apr 01 12:42:31 appserver03 sshd[2258]: Accepted password for dave from 192.168.1.10 port 61053 ssh2,normal
Apr 01 07:25:43 webserver01 pam_unix(sshd:session): session closed for user eve,normal
Apr 01 08:27:12 dbserver02 CRON[4839]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 15:51:56 appserver03 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 14:17:57 appserver03 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 06:51:05 dbserver02 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 07:44:01 dbserver02 systemd-logind[534]: New session 211 of user carol.,normal
Apr 01 06:48:53 appserver03 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 15:29:51 appserver03 sshd[6549]: Accepted password for carol from 192.168.1.19 port 63222 ssh2,normal
Apr 01 07:57:12 appserver03 sshd[8395]: Accepted password for frank from 192.168.1.26 port 50639 ssh2,normal
Apr 01 13:22:07 appserver03 sshd[7872]: Accepted password for alice from 192.168.1.24 port 44260 ssh2,normal
Apr 01 15:36:43 webserver01 sshd[3875]: Accepted password for alice from 192.168.1.20 port 64814 ssh2,normal
Apr 01 12:17:06 webserver01 sshd[6408]: Accepted password for bob from 192.168.1.26 port 55589 ssh2,normal
Apr 01 07:37:24 dbserver02 sshd[6840]: Accepted password for dave from 192.168.1.17 port 45221 ssh2,normal
Apr 01 00:50:28 dbserver02 sshd[9435]: Accepted password for root from 91.240.118.172 port 60512 ssh2,root_login
Apr 01 07:32:58 webserver01 sshd[9530]: Accepted password for carol from 192.168.1.11 port 53363 ssh2,normal
Apr 01 17:40:20 webserver01 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/passwd,privilege_escalation
Apr 01 15:32:39 appserver03 CRON[3328]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 11:21:18 dbserver02 sshd[3931]: Accepted password for root from 198.51.100.77 port 48285 ssh2,root_login
Apr 01 07:07:27 appserver03 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 15:36:01 dbserver02 systemd-logind[654]: New session 175 of user dave.,normal
Apr 01 06:08:45 dbserver02 systemd-logind[812]: New session 488 of user alice.,normal
"Apr 01 15:39:03 appserver03 useradd[4524]: new user: name=tempuser, UID=56518, GID=29317, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 20:34:55 appserver03 CRON[5890]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 17:39:05 webserver01 CRON[8593]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 15:02:50 dbserver02 sshd[3609]: Accepted password for eve from 192.168.1.10 port 50047 ssh2,normal
Apr 01 22:01:00 webserver01 sshd[3628]: Accepted password for frank from 192.168.1.27 port 47418 ssh2,normal
Apr 01 07:40:01 appserver03 sshd[7125]: Accepted password for carol from 192.168.1.28 port 60116 ssh2,normal
Apr 01 17:20:49 dbserver02 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 17:43:48 appserver03 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 21:34:45 appserver03 sshd[1909]: Accepted password for grace from 192.168.1.29 port 43756 ssh2,normal
Apr 01 13:14:44 appserver03 CRON[4292]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 22:08:56 webserver01 CRON[9575]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 22:48:28 webserver01 sshd[4507]: Accepted password for frank from 192.168.1.20 port 48148 ssh2,normal
Apr 01 20:19:29 dbserver02 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 12:02:17 appserver03 sshd[2486]: Accepted password for eve from 192.168.1.16 port 45345 ssh2,normal
Apr 01 19:00:35 appserver03 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 19:58:07 webserver01 sshd[6252]: Accepted password for carol from 192.168.1.28 port 57511 ssh2,normal
Apr 01 17:23:24 appserver03 sshd[5741]: Accepted password for frank from 192.168.1.12 port 43584 ssh2,normal
"Apr 01 17:30:36 dbserver02 adduser[1388]: new user: name=testadmin, UID=34652, GID=38814, home=/home/testadmin, shell=/bin/bash",new_user_created
Apr 01 14:16:56 dbserver02 sshd[7987]: Accepted password for alice from 192.168.1.27 port 43196 ssh2,normal
Apr 01 20:41:08 dbserver02 sshd[8291]: Accepted password for eve from 192.168.1.29 port 44371 ssh2,normal
Apr 01 12:19:45 dbserver02 CRON[1575]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 14:47:31 dbserver02 sshd[4665]: Accepted password for dave from 192.168.1.23 port 56128 ssh2,normal
"Apr 01 19:36:20 webserver01 adduser[6336]: new user: name=tempuser, UID=7775, GID=54954, home=/home/tempuser, shell=/bin/bash",new_user_created
Apr 01 09:21:16 dbserver02 sshd[3999]: Accepted password for dave from 192.168.1.18 port 54193 ssh2,normal
Apr 01 10:40:32 dbserver02 sshd[7897]: Accepted password for eve from 192.168.1.16 port 48397 ssh2,normal
Apr 01 02:38:45 webserver01 sshd[4861]: Accepted password for dave from 192.168.1.13 port 51866 ssh2,after_hours_login
Apr 01 17:27:09 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 08:54:34 appserver03 CRON[6297]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 15:18:52 webserver01 sshd[4118]: Accepted password for frank from 192.168.1.16 port 62297 ssh2,normal
Apr 01 15:26:48 webserver01 sshd[8959]: Accepted password for frank from 192.168.1.11 port 51312 ssh2,normal
"Apr 01 16:50:07 webserver01 adduser[3915]: new user: name=svc_acct, UID=60395, GID=44486, home=/home/svc_acct, shell=/bin/bash",new_user_created
Apr 01 21:43:34 appserver03 sshd[3278]: Failed password for invalid user admin from 45.33.32.156 port 65153 ssh2,ssh_brute_force
Apr 01 11:00:27 dbserver02 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 03:49:43 appserver03 sshd[7955]: Accepted password for dave from 192.168.1.11 port 43306 ssh2,after_hours_login
Apr 01 16:58:33 appserver03 sshd[8537]: Accepted password for alice from 192.168.1.26 port 46199 ssh2,normal
Apr 01 18:39:07 dbserver02 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 07:12:40 dbserver02 sshd[5191]: Accepted password for grace from 192.168.1.15 port 63344 ssh2,normal
"Apr 01 20:33:18 appserver03 useradd[4944]: new user: name=backdoor, UID=61579, GID=6080, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 20:28:03 appserver03 sshd[6660]: Accepted password for eve from 192.168.1.25 port 44707 ssh2,normal
Apr 01 12:59:27 dbserver02 sshd[5619]: Accepted password for grace from 192.168.1.18 port 47215 ssh2,normal
Apr 01 18:02:59 appserver03 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 04:32:41 dbserver02 sudo: intruder : TTY=pts/0 ; PWD=/home/intruder ; USER=root ; COMMAND=/bin/bash,privilege_escalation
Apr 01 22:29:17 dbserver02 sshd[9396]: Accepted password for grace from 192.168.1.20 port 46756 ssh2,normal
Apr 01 12:11:38 appserver03 sshd[5411]: Accepted password for dave from 192.168.1.15 port 48828 ssh2,normal
Apr 01 12:00:12 dbserver02 sshd[9763]: Accepted password for eve from 192.168.1.25 port 52667 ssh2,normal
Apr 01 11:36:32 appserver03 systemd-logind[413]: New session 200 of user frank.,normal
Apr 01 17:32:12 appserver03 CRON[9279]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 16:37:33 appserver03 sshd[8407]: Accepted password for grace from 192.168.1.12 port 41609 ssh2,normal
Apr 01 07:59:49 dbserver02 systemd-logind[982]: New session 195 of user carol.,normal
Apr 01 21:05:43 dbserver02 sshd[3129]: Accepted password for alice from 192.168.1.24 port 40876 ssh2,normal
Apr 01 16:22:15 webserver01 sshd[8736]: Accepted password for dave from 192.168.1.23 port 60236 ssh2,normal
Apr 01 10:54:27 appserver03 sshd[2987]: Failed password for invalid user scanner from 91.240.118.172 port 46480 ssh2,ssh_brute_force
Apr 01 20:07:25 appserver03 systemd-logind[623]: New session 180 of user frank.,normal
"Apr 01 21:59:54 dbserver02 adduser[1031]: new user: name=svc_acct, UID=1855, GID=18532, home=/home/svc_acct, shell=/bin/bash",new_user_created
Apr 01 10:50:53 appserver03 sshd[5847]: Accepted password for root from 198.51.100.77 port 55991 ssh2,root_login
Apr 01 10:19:13 appserver03 sshd[3700]: Accepted password for frank from 192.168.1.20 port 46784 ssh2,normal
Apr 01 19:35:22 dbserver02 sshd[7931]: Accepted password for carol from 192.168.1.13 port 45936 ssh2,normal
Apr 01 12:09:58 dbserver02 sshd[4746]: Accepted password for root from 45.33.32.156 port 62436 ssh2,root_login
Apr 01 11:34:00 appserver03 sshd[2342]: Accepted password for dave from 192.168.1.26 port 62136 ssh2,normal
Apr 01 16:25:26 appserver03 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 18:25:41 dbserver02 sshd[8399]: Accepted password for dave from 192.168.1.16 port 41230 ssh2,normal
Apr 01 17:57:10 webserver01 su[6256]: FAILED su for root by hacker,su_failure
Apr 01 13:48:11 dbserver02 systemd-logind[955]: New session 33 of user grace.,normal
Apr 01 09:16:53 dbserver02 sshd[6775]: Accepted password for bob from 192.168.1.21 port 55988 ssh2,normal
Apr 01 16:15:50 dbserver02 sshd[7650]: Accepted password for carol from 192.168.1.24 port 53315 ssh2,normal
Apr 01 21:24:14 dbserver02 sshd[4156]: Accepted password for alice from 192.168.1.23 port 59682 ssh2,normal
Apr 01 06:33:41 webserver01 systemd-logind[127]: New session 333 of user carol.,normal
Apr 01 14:11:58 webserver01 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 15:21:49 dbserver02 sshd[9260]: Failed password for invalid user admin from 185.220.101.34 port 40744 ssh2,ssh_brute_force
"Apr 01 00:04:09 webserver01 useradd[9860]: new user: name=backdoor, UID=33039, GID=54660, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 06:10:22 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 22:39:40 dbserver02 sshd[5858]: Accepted password for alice from 192.168.1.19 port 55984 ssh2,normal
Apr 01 16:00:05 appserver03 sshd[5824]: Accepted password for root from 185.220.101.34 port 40143 ssh2,root_login
Apr 01 02:41:27 dbserver02 sshd[9903]: Accepted password for bob from 192.168.1.18 port 62427 ssh2,after_hours_login
Apr 01 16:29:37 webserver01 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 19:03:23 webserver01 sshd[4630]: Accepted password for eve from 192.168.1.19 port 44103 ssh2,normal
Apr 01 17:00:58 dbserver02 sshd[4566]: Failed password for botnet from 198.51.100.77 port 46332 ssh2,ssh_brute_force
Apr 01 12:07:13 webserver01 sshd[3564]: Accepted password for carol from 192.168.1.24 port 40728 ssh2,normal
Apr 01 00:26:18 webserver01 sshd[7392]: Failed password for invalid user scanner from 91.240.118.172 port 49168 ssh2,ssh_brute_force
Apr 01 09:00:58 appserver03 sshd[4030]: Accepted password for eve from 192.168.1.11 port 42862 ssh2,normal
Apr 01 12:03:53 webserver01 sshd[2649]: Accepted password for frank from 192.168.1.25 port 40731 ssh2,normal
Apr 01 16:16:51 webserver01 sshd[9587]: Accepted password for dave from 192.168.1.12 port 40774 ssh2,normal
Apr 01 05:55:59 appserver03 sshd[4650]: Accepted password for root from 103.253.41.98 port 57816 ssh2,root_login
Apr 01 12:22:19 dbserver02 CRON[6488]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
